-3.89248 -0.980292
-2.08913 -0.369878
-4.31202 1.02961
-4.84526 -0.143274
1.29374 1.82264
-3.89495 -1.42164
-2.68127 2.845
4.58474 4.81091
4.47243 2.42781
-1.75053 4.69572
2.04829 4.32348
-4.84967 -1.31687
-4.52058 4.62413
-2.40424 3.63734
-0.0305255 -4.33066
-2.66684 1.79472
2.49017 1.32607
1.65286 3.621
-2.80235 -4.59148
3.09501 -3.49077
1.83195 -4.72885
0.917069 -4.82008
-0.0126856 4.2092
-0.679902 1.51179
2.89608 -0.115635
3.66303 4.95987
-2.26055 -0.610986
3.60651 3.00841
2.23066 4.79134
2.47267 2.24659
-1.38152 3.27242
0.300408 2.3223
-2.7977 2.66914
-1.6063 -0.414776
