3.83747 3.20528
-4.08117 2.88861
-1.2765 4.83431
-4.86558 1.15158
4.54009 2.09466
-3.98971 -3.01368
4.97639 0.48537
-4.97975 0.449502
-3.43704 -3.63136
-2.06433 -4.55396
3.84244 3.19932
-3.13445 3.89554
0.568249 4.9676
1.07539 -4.88298
4.83077 -1.28984
4.96475 -0.592646
4.72781 -1.62721
-0.226707 -4.99486
-2.26846 4.45579
4.9089 -0.950115
-1.40012 -4.79996
4.55505 -2.06191
4.97771 0.47158
-3.38392 3.68091
4.77486 1.48347
4.86121 -1.16989
-0.300648 4.99095
3.27661 -3.77675
-4.99908 0.0958929
4.5643 2.04136
0.523188 4.97255
-2.1439 -4.51705
-0.0308731 -4.9999
-3.36258 -3.70041
